개선된 게임프레스 DPS 기반의 속성별 레이드 성능 | 제작: Hawaii,,,,,,,,,,,,,,,,,,,,,,
시즌: 새로운 발걸음 | 2026년 6월 2일~2026년 9월 8일,,,,,,,,,,,,,,,,,,,,,,
,,,,,385,지라치,,에스퍼,염동력,,강철,파멸의소원,21.5,1287.3,12740.2,59.7,63.2,76.5,67.5,BAB,,
,3791,,,,376,메타그로스²,,강철,불릿펀치,,강철,러스터캐논,21.7,1198.6,12194.6,59.1,63.8,71.2,66.8,BAB,,
,,,,,,대도각참,,강철,메탈클로,,강철,아이언헤드,22.2,1125.4,12280.2,58.9,65.3,66.9,66.6,BBB,,
,3001,S,,,이름 재입력,그림자 핫삼,,강철,불릿펀치,,강철,아이언헤드,24.6,729.5,10915.6,57.2,72.5,43.4,64.6,ABB,,
,3670,,,,485,히드런,,불꽃,회오리불꽃,,강철,아이언헤드,19.4,1449.9,10536.1,56.2,57.0,86.2,63.5,BAB,,
,,,,,395,엠페르트,,강철,강철날개,,강철,러스터캐논,20.2,1144.2,9384.8,55.1,59.4,68.0,62.2,BBB,,
,3754,,,,306,보스로라,,강철,아이언테일,,강철,헤비봄버,19.2,1087.0,7749.2,52.8,56.6,64.6,59.6,BBB,,
,,,,,625,절각참,,강철,메탈클로,,강철,아이언헤드,21.7,714.0,7250.9,51.7,63.7,42.4,58.4,BBB,,
,3000,,,,966,부르르룸,,강철,금속음,,강철,자이로볼,19.2,959.3,6820.5,50.9,56.6,57.0,57.5,BBB,,
,,,,,638,코바르온,,강철,메탈클로,,강철,아이언헤드,18.1,1178.5,7028.5,50.8,53.4,70.0,57.4,BAB,,
,2844,,,,,자포코일,,강철,금속음,,강철,러스터캐논,19.4,886.2,6469.7,50.4,57.1,52.7,57.0,BBB,,
,3001,,,,212,핫삼,,강철,불릿펀치,,강철,아이언헤드,20.4,726.3,6198.8,49.7,60.2,43.2,56.1,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요 / **이벤트 한정 기술,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,39.8,3518.5,70730.2,97.4,35.5,3155.2,94.5,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,5713,M,,,384M,레쿠쟈(메가),,비행,에어슬래시,,비행,화룡점정**,43.6,3155.2,261456.8,126.6,123.0,100.0,133.9,SSS,,
,,M,,,,무장조(메가)¹,,비행,에어슬래시,,비행,회전부리++++,34.3,2095.9,84911.7,94.5,96.9,66.4,100.0,ABS,,
,3835,M,,,,보만다(메가),,불꽃,불꽃엄니,,비행,공중날기,30.8,2537.8,74214.9,92.4,86.9,80.4,97.8,AAA,,
비행,,,,,이름 재입력,레쿠쟈¹,,비행,에어슬래시,,비행,화룡점정**,33.7,1885.8,71862.3,91.6,94.9,59.8,97.0,ABA,,
,,S,,,,그림자 파이어¹,,비행,날개치기,,비행,공중날기,33.3,1873.2,69218.0,90.8,94.0,59.4,96.1,ABA,,
,3465,S,,,,그림자 보만다,,불꽃,불꽃엄니,,비행,공중날기,34.2,1612.7,64555.3,89.2,96.5,51.1,94.4,ABA,,
,3863,S,,,이름 재입력,그림자 파이어²,,비행,날개치기,,비행,불새*,30.8,1730.9,50429.9,83.9,86.8,54.9,88.8,ABA,,
,3703,S,,,이름 재입력,그림자 칠색조,,불꽃,불태우기,,비행,브레이브버드,27.5,2156.7,44992.6,81.6,77.7,68.4,86.3,ABA,,
,3465,S,,,,그림자 왕큰부리,,비행,쪼기,,비행,부리캐논*,35.5,942.7,42000.1,80.2,100.0,29.9,84.8,SCA,,
,,,,,,러브로스(화신폼),,페어리,요정의바람,,비행,공중날기,29.5,1579.6,40595.9,79.5,83.2,50.1,84.1,ABA,,
,,,,,,파이어¹,,비행,날개치기,,비행,공중날기,27.6,1864.0,39227.7,78.8,77.9,59.1,83.4,ABA,,
,,S,,,이름 재입력,그림자 루기아(APEX),,에스퍼,신통력,,비행,에어로블라스트+**,26.5,2179.8,40637.3,78.8,74.8,69.1,83.4,ABA,,
,3680,,,,,보만다,,불꽃,불꽃엄니,,비행,공중날기,28.2,1598.9,36024.1,77.1,79.7,50.7,81.6,ABA,,
,,S,,,398,그림자 찌르호크,,비행,바람일으키기*,,비행,공중날기,33.7,896.4,34181.6,76.1,94.9,28.4,80.6,ACA,,
,3781,P,,,249,정화 루기아(APEX),,에스퍼,신통력,,비행,에어로블라스트++**,24.0,2366.3,32766.0,74.6,67.7,75.0,79.0,BAA,,
,3703,M,,,이름 재입력,무장조(메가)²,,비행,에어슬래시,,비행,불새,27.0,1645.6,32528.0,74.3,76.3,52.2,78.7,ABA,,
,3863,DWI,,,144G,프리져(가라르),,에스퍼,사이코커터,,비행,공중날기,27.4,1548.2,31800.6,74.1,77.3,49.1,78.4,ABA,,
,,M,,,18M,피죤투(메가),,비행,바람일으키기*,,비행,브레이브버드,29.7,1151.5,30278.7,73.9,83.9,36.5,78.2,ABA,,
,,S,,,,그림자 루기아,,에스퍼,신통력,,비행,에어로블라스트*,24.6,2026.5,30190.1,73.1,69.4,64.2,77.4,BBA,,
,,S,,,이름 재입력,그림자 레지기가스,,비행,잠재파워(비행),,노말,묵사발*,32.2,863.5,28936.8,73.0,90.9,27.4,77.3,ACA,,
,,,,,이름 재입력,파이어²,,비행,날개치기,,비행,불새*,25.5,1723.6,28668.6,72.9,72.0,54.6,77.1,ABA,,
,3863,,,,717,이벨타르,,비행,바람일으키기,,비행,데스윙*,28.5,1235.3,28596.4,72.8,80.4,39.2,77.0,ABA,,
,,,,,이름 재입력,칠색조²,,비행,잠재파워(비행),,비행,브레이브버드,23.1,2132.3,26438.3,71.4,65.3,67.6,75.6,BBA,,
,2711,,,,250,칠색조¹,,불꽃,불태우기,,비행,브레이브버드,22.9,2154.0,25888.9,71.1,64.6,68.3,75.2,BBA,,
,,,,,,왕큰부리,,비행,쪼기,,비행,부리캐논*,29.1,929.6,22926.2,68.9,82.1,29.5,72.9,ACA,,
,,,,,,토네로스(영물폼)¹,,비행,바람일으키기,,비행,찬바람폭풍*,26.3,1207.2,21842.3,68.4,74.1,38.3,72.4,ABA,,
,3835,,,,이름 재입력,레쿠쟈²,,비행,에어슬래시,,비행,폭풍*,24.9,1397.9,21579.8,67.8,70.2,44.3,71.8,ABA,,
,,,,,,찌르호크¹,,비행,바람일으키기*,,비행,공중날기,27.7,887.0,18928.2,65.7,78.2,28.1,69.5,ACB,,
,,DWI,,,145G,썬더(가라르),,격투,카운터,,비행,공중날기,23.5,1398.3,18249.3,65.1,66.4,44.3,68.9,BBB,,
,,,,,628,워글,,비행,에어슬래시,,비행,공중날기,25.9,1005.9,17536.1,64.4,73.2,31.9,68.2,ABB,,
,3703,,,,249,루기아,,에스퍼,신통력,,비행,에어로블라스트*,20.5,2024.1,17346.3,63.7,57.7,64.2,67.4,BBB,,
,,,,,이름 재입력,찌르호크²,,비행,날개치기,,비행,공중날기,26.9,858.6,16641.7,63.6,75.8,27.2,67.3,ACB,,
,3345,DWI,,,146G,파이어(가라르),,비행,날개치기,,비행,공중날기,23.0,1044.5,12758.9,59.5,65.0,33.1,63.0,BBB,,
,3548,,,,641IF,토네로스(화신폼),,비행,에어슬래시,,비행,폭풍,23.4,944.4,12113.4,59.0,66.0,29.9,62.4,BCB,,
,3215,,,,이름 재입력,토네로스(영물폼)²,,비행,바람일으키기,,비행,폭풍,22.1,1015.2,10925.5,57.5,62.3,32.2,60.8,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,36.0,1931.2,47759.7,93.5,31.9,1538.7,82.5,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,,M,,,이름 재입력,우츠보트(메가)¹,,독,용해액,,독,애시드봄++++,33.1,1914.5,69136.0,90.7,103.7,124.4,110.0,SSS,,
,4336,,,,이름 재입력,무한다이노,,독,독찌르기,,독,오물폭탄,28.9,2073.6,50183.7,82.5,90.7,134.8,100.0,ASS,,
,3383,M,,,15M,독침붕(메가),,독,독찌르기,,독,오물폭탄,31.0,1293.7,38358.6,78.3,97.1,84.1,94.9,AAA,,
독,4336,M,,,이름 재입력,팬텀(메가)¹,,고스트,핥기*,,독,오물폭탄,30.9,1247.2,36713.4,77.8,96.9,81.1,94.3,AAA,,
,,S,,,이름 재입력,그림자 레지기가스,,독,잠재파워(독),,노말,묵사발*,31.9,979.0,31721.7,75.1,100.0,63.6,91.0,SBA,,
,,M,,,이름 재입력,우츠보트(메가)²,,독,용해액,,독,오물폭탄,26.1,1512.0,26945.2,71.7,81.9,98.3,86.9,AAA,,
,,M,,,이름 재입력,팬텀(메가)²,,고스트,섀도클로,,독,오물폭탄,28.4,1146.4,26208.9,71.6,89.0,74.5,86.7,AAA,,
,3949,,,,793,텅비드,,독,독찌르기,,독,오물폭탄,26.1,1349.6,24112.3,69.7,82.0,87.7,84.5,AAA,,
,,,,,,아고용,,독,독찌르기,,독,오물폭탄,27.4,1122.3,23208.5,68.0,86.1,72.9,82.5,AAA,,
,2971,,,,407,로즈레이드,,독,독찌르기,,독,오물폭탄,25.0,1224.8,19123.4,65.8,78.4,79.6,79.7,AAA,,
,2559,,,,966,부르르룸,,독,독찌르기,,독,더스트슈트,23.0,1532.5,18631.0,65.7,72.1,99.6,79.6,AAA,,
,2431,S,,,이름 재입력,그림자 라플레시아,,독,용해액,,독,오물폭탄,24.5,1050.6,15532.0,62.5,77.0,68.3,75.7,ABA,,
,,S,,,이름 재입력,그림자 우츠보트,,독,용해액,,독,오물폭탄,25.4,935.9,15292.9,62.2,79.6,60.8,75.4,ABA,,
,,S,,,이름 재입력,그림자 독개굴,,독,독찌르기,,독,오물폭탄,27.7,645.2,13760.8,60.6,87.0,41.9,73.4,ABA,,
,3698,S,,,,그림자 팬텀,,고스트,섀도클로,,독,오물폭탄,26.7,689.1,13132.4,60.2,83.8,44.8,73.0,ABA,,
,,M,,,3M,이상해꽃(메가),,풀,덩굴채찍,,독,오물폭탄,20.2,1538.7,12719.7,59.4,63.4,100.0,72.0,BSA,,
,2946,,,,545,펜드라,,독,독찌르기,,독,오물폭탄,21.2,987.4,9424.6,55.1,66.5,64.2,66.8,BBB,,
,2559,,,,45,라플레시아,,독,용해액,,독,오물폭탄,20.4,1046.6,8840.1,54.3,63.9,68.0,65.8,BBB,,
,2431,,,,71,우츠보트,,독,용해액,,독,오물폭탄,21.0,930.6,8639.8,53.9,65.9,60.5,65.4,BBB,,
,2878,,,,904,장침바루(히스이),,독,독침,,독,오물폭탄,22.1,787.9,8529.1,53.8,69.4,51.2,65.2,BBB,,
,2720,,,,454,독개굴,,독,독찌르기,,독,오물폭탄,22.9,638.8,7636.5,52.3,71.7,41.5,63.4,ABB,,
,2488,,,,94,팬텀,,고스트,섀도클로,,독,오물폭탄,22.1,683.1,7339.7,52.1,69.2,44.4,63.1,BBB,,
,2453,S,,,452,그림자 드래피온,,독,독침,,독,오물폭탄,21.8,662.4,6851.4,50.9,68.3,43.1,61.7,BBB,,
,2445,,,,이름 재입력,질뻐기(알로라),,독,독찌르기,,독,더스트슈트,19.9,829.0,6486.8,50.2,62.3,53.9,60.9,BBB,,
,3739,,,,491,다크라이,,악,바크아웃,,독,오물폭탄*,23.0,520.3,6361.7,50.0,72.3,33.8,60.6,ABB,,
,,,,,80G,야도란(가라르),,독,용해액,,독,오물폭탄,18.8,825.6,5506.8,48.4,59.0,53.7,58.7,BBB,,
,2757,,,,3,이상해꽃,,풀,덩굴채찍,,독,오물폭탄,17.1,1018.6,5117.9,47.3,53.7,66.2,57.4,BBB,,
,2720,,,,34,니드킹,,독,독찌르기,,독,오물웨이브,19.1,605.6,4207.6,45.1,59.9,39.4,54.6,BBB,,
,2717,,,,199G,야도킹(가라르),,독,용해액,,독,오물웨이브,16.7,834.0,3865.8,44.3,52.3,54.2,53.7,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요 / **이벤트 한정 기술,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,40.0,1605.6,55182.9,92.3,35.6,1586.4,80.1,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,,M,,,이름 재입력,라이츄(메가Y)¹,,전기,전기쇼크,,전기,전자포++++,43.0,1131.9,89777.8,96.8,120.8,71.4,120.9,SAS,,
,,M,,,이름 재입력,라이츄(메가X)¹,,전기,전기쇼크,,전기,볼트태클++++,37.1,1238.5,63153.7,88.7,104.3,78.1,110.7,SAS,,
,,M,,,이름 재입력,라이츄(메가Y)²,,전기,전기쇼크,,전기,와일드볼트,35.6,935.0,42032.7,80.1,100.0,58.9,100.0,SBS,,
,,,,,이름 재입력,제크로무¹,,전기,차지빔,,전기,크로스썬더*,28.7,1586.4,37644.9,78.3,80.8,100.0,97.8,ASA,,
전기,,M,,,150MY,뮤츠(메가Y),,에스퍼,사이코커터,,전기,10만볼트,31.1,1246.6,37355.8,78.2,87.4,78.6,97.6,AAA,,
,,,,,이름 재입력,레지에레키,,전기,전기쇼크,,전기,썬더프리즌*,34.7,895.5,37347.7,77.8,97.5,56.5,97.1,ABA,,
,3452,,,,807,제라오라,,전기,볼트체인지,,전기,플라스마피스트**,31.4,1189.0,36984.4,77.6,88.5,75.0,96.8,AAA,,
,4038,S,,,이름 재입력,그림자 라이코,,전기,전기쇼크,,전기,와일드볼트,31.2,1090.2,33168.5,75.5,87.8,68.7,94.3,ABA,,
,3205,,,,이름 재입력,제크로무²,,전기,차지빔,,전기,와일드볼트,27.6,1522.7,31948.1,75.2,77.6,96.0,93.9,AAA,,
,3580,S,,,이름 재입력,그림자 레지기가스,,전기,잠재파워(전기),,노말,묵사발*,31.9,979.0,31721.7,75.1,89.7,61.7,93.7,ABA,,
,3937,,,,,볼트로스(영물폼)¹,,전기,볼트체인지,,전기,번개폭풍*,31.5,1012.6,31529.9,74.6,88.5,63.8,93.1,ABA,,
,,S,,,이름 재입력,그림자 자포코일,,전기,볼트체인지,,전기,와일드볼트,29.8,1252.6,33259.4,74.4,83.9,79.0,92.9,AAA,,
,3079,M,,,181M,전룡(메가),,전기,볼트체인지,,전기,전자포,27.2,1460.4,29316.0,73.6,76.4,92.1,91.9,AAA,,
,,M,,,310M,썬더볼트(메가),,전기,번개엄니,,전기,와일드볼트,30.8,1005.4,29373.6,73.2,86.6,63.4,91.4,ABA,,
,,S,,,이름 재입력,그림자 에레키블,,전기,전기쇼크,,전기,와일드볼트,32.4,846.5,28790.3,72.9,91.1,53.4,91.0,ABA,,
,3527,,,,796,전수목,,전기,전기쇼크,,전기,방전,31.2,934.8,28277.3,72.6,87.6,58.9,90.6,ABA,,
,,M,,,150MX,뮤츠(메가X),,에스퍼,사이코커터,,전기,10만볼트,30.8,965.3,28142.9,72.5,86.6,60.9,90.5,ABA,,
,,S,,,이름 재입력,그림자 썬더,,전기,전기쇼크*,,전기,10만볼트,29.9,995.0,26634.1,71.5,84.1,62.7,89.2,ABA,,
,3659,,,,이름 재입력,볼트로스(화신폼)¹,,전기,전기쇼크,,전기,번개폭풍**,30.0,982.6,26612.7,71.5,84.5,61.9,89.2,ABA,,
,,M,,,이름 재입력,라이츄(메가X)²,,전기,전기쇼크,,전기,와일드볼트,29.1,969.7,23835.1,69.5,81.8,61.1,86.8,ABA,,
,,,,,이름 재입력,볼트로스(영물폼)²,,전기,볼트체인지,,전기,10만볼트,28.3,908.2,20493.3,66.9,79.5,57.3,83.6,ABA,,
,2888,BK,,,646B,큐레무(블랙),,드래곤,드래곤테일,,전기,크로스썬더,25.5,1183.0,19723.0,66.3,71.9,74.6,82.8,AAA,,
,,S,,,이름 재입력,그림자 렌트라,,전기,스파크,,전기,와일드볼트,29.3,767.6,19229.2,65.9,82.3,48.4,82.2,ABA,,
,4178,,,,243,라이코,,전기,전기쇼크,,전기,와일드볼트,25.8,1083.1,18663.8,65.4,72.6,68.3,81.6,ABA,,
,3452,,,,,자포코일¹,,전기,볼트체인지,,전기,와일드볼트,24.7,1247.3,18844.9,64.6,69.5,78.6,80.6,BAA,,
,3205,S,,,이름 재입력,그림자 뮤츠,,에스퍼,사이코커터,,전기,10만볼트,28.3,737.8,16691.0,63.9,79.5,46.5,79.8,ABA,,
,,S,,,이름 재입력,그림자 볼트로스(화신폼),,전기,전기쇼크,,전기,번개펀치,27.9,760.4,16588.2,63.5,78.6,47.9,79.3,ABA,,
,,,,,466,에레키블,,전기,전기쇼크,,전기,와일드볼트,26.8,839.9,16118.3,63.0,75.3,52.9,78.7,ABA,,
,3527,,,,이름 재입력,자포코일²,,전기,스파크,,전기,와일드볼트,24.0,1210.5,16816.0,62.8,67.6,76.3,78.4,BAA,,
,3079,,,,145,썬더,,전기,전기쇼크*,,전기,10만볼트,24.8,988.9,15009.7,61.9,69.6,62.3,77.3,BBA,,
,2888,,,,785,카푸꼬꼬꼭,,전기,볼트체인지,,전기,10만볼트,24.0,791.2,10918.9,57.2,67.5,49.9,71.4,BBA,,
,,,,,405,렌트라,,전기,스파크,,전기,와일드볼트,24.1,760.4,10693.4,56.9,67.9,47.9,71.0,BBA,,
,,,,,76A,딱구리(알로라),,전기,볼트체인지,,전기,와일드볼트,22.6,1067.3,12330.6,56.8,63.6,67.3,70.9,BBA,,
,3345,,,,이름 재입력,볼트로스(화신폼)²,,전기,전기쇼크,,전기,번개펀치,23.1,755.0,9313.9,55.0,65.0,47.6,68.6,BBB,,
,3117,,,,923,빠르모트,,전기,전기쇼크,,전기,와일드볼트,25.7,519.4,8768.4,54.4,72.2,32.7,67.9,ABB,,
,,,,,135,쥬피썬더,,전기,전기쇼크,,전기,10만볼트,22.7,717.4,8432.3,53.6,64.0,45.2,66.9,BBB,,
,,,,,738,투구뿌논,,전기,볼트체인지*,,전기,방전,24.2,579.1,8246.6,53.6,68.2,36.5,66.9,BBB,,
,2888,,,,849,스트린더,,전기,스파크,,전기,와일드볼트,23.5,641.6,8335.2,53.5,66.1,40.4,66.7,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요 / **이벤트 한정 기술,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,43.4,1395.6,51101.1,90.7,42.2,1137.7,90.7,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,5713,,,,,무한다이노,,드래곤,드래곤테일,,드래곤,다이맥스포**,43.8,1113.0,93560.2,98.4,103.7,97.8,108.5,SAS,,
,,M,,,384M,레쿠쟈(메가)¹,,드래곤,드래곤테일,,드래곤,와이드브레이커*,42.2,997.5,75161.8,93.1,100.0,87.7,102.7,SAS,,
,,M,,,이름 재입력,망나뇽(메가)¹,,드래곤,드래곤테일,,드래곤,역린++++,40.1,1050.8,67551.4,90.7,94.8,92.4,100.0,AAS,,
드래곤,,M,,,이름 재입력,레쿠쟈(메가)²,,드래곤,드래곤테일,,드래곤,역린,39.6,934.5,57906.4,87.2,93.7,82.1,96.2,AAA,,
,,M,,,,한카리아스(메가),,드래곤,드래곤테일,,드래곤,와이드브레이커,38.0,993.1,54650.1,86.0,90.1,87.3,94.8,AAA,,
,,S,,,이름 재입력,그림자 한카리아스,,드래곤,드래곤테일,,드래곤,와이드브레이커,37.0,705.6,35606.1,77.3,87.5,62.0,85.2,ABA,,
,,S,,,,그림자 디아루가,,드래곤,용의숨결,,드래곤,용성군,33.2,955.2,35025.2,76.9,78.7,84.0,84.9,AAA,,
,,S,,,,그림자 액스라이즈,,드래곤,드래곤테일,,드래곤,와이드브레이커*,40.2,537.5,34812.3,76.8,95.1,47.2,84.7,ABA,,
,,,,,,디아루가(오리진)¹,,드래곤,용의숨결,,드래곤,시간의포효**,31.0,1137.7,34051.9,76.4,73.5,100.0,84.3,ASA,,
,,M,,,373M,보만다(메가),,드래곤,드래곤테일,,드래곤,용성군,33.1,881.3,31870.9,75.1,78.3,77.5,82.9,AAA,,
,5031,S,,,이름 재입력,그림자 레지기가스,,드래곤,잠재파워(드래곤),,노말,묵사발*,31.9,979.0,31721.7,75.1,75.5,86.1,82.8,AAA,,
,,,,,이름 재입력,레지드래고,,드래곤,용의숨결*,,드래곤,드래곤에너지*,34.5,720.2,29556.9,73.7,81.7,63.3,81.3,ABA,,
,3749,S,,,이름 재입력,그림자 펄기아,,드래곤,드래곤테일,,드래곤,용성군,36.2,613.9,29123.2,73.5,85.7,54.0,81.0,ABA,,
,,S,,,이름 재입력,그림자 보만다¹,,드래곤,드래곤테일,,드래곤,용성군,36.9,564.3,28435.0,73.0,87.5,49.6,80.5,ABA,,
,,S,,,,그림자 보만다²,,드래곤,드래곤테일,,드래곤,역린*,36.8,561.6,27881.3,72.7,87.0,49.4,80.2,ABA,,
,,BK,,,,큐레무(블랙),,드래곤,드래곤테일,,드래곤,역린,33.3,744.4,27584.4,72.5,78.9,65.4,79.9,ABA,,
,3792,,,,,펄기아(오리진),,드래곤,드래곤테일,,드래곤,공간절단**,33.8,710.8,27336.9,72.3,79.9,62.5,79.8,ABA,,
,,M,,,이름 재입력,망나뇽(메가)²,,드래곤,드래곤테일,,드래곤,용성군*,31.9,836.0,27061.0,72.1,75.5,73.5,79.6,AAA,,
,,,,,998,드닐레이브,,드래곤,용의숨결,,드래곤,대검돌격*,34.2,661.9,26426.3,71.7,80.9,58.2,79.1,ABA,,
,,S,,,이름 재입력,그림자 망나뇽¹,,드래곤,드래곤테일,,드래곤,용성군*,34.7,597.7,24878.0,70.6,82.1,52.5,77.9,ABA,,
,,S,,,이름 재입력,그림자 망나뇽²,,드래곤,드래곤테일,,드래곤,역린,34.4,592.6,24052.0,70.0,81.4,52.1,77.2,ABA,,
,,M,,,381M,라티오스(메가),,드래곤,용의숨결,,드래곤,드래곤클로,31.4,714.2,22064.0,68.5,74.3,62.8,75.6,ABA,,
,4801,,,,이름 재입력,레쿠쟈¹,,드래곤,드래곤테일,,드래곤,와이드브레이커*,33.0,603.8,21704.2,68.3,78.1,53.1,75.3,ABA,,
,4038,,,,483,디아루가,,드래곤,용의숨결,,드래곤,용성군,27.6,952.0,19991.2,66.9,65.3,83.7,73.8,BAA,,
,,,,,이름 재입력,디아루가(오리진)²,,드래곤,용의숨결,,드래곤,용성군,27.1,991.6,19653.5,66.6,64.1,87.2,73.4,BAA,,
,,,,,445,한카리아스,,드래곤,드래곤테일,,드래곤,와이드브레이커,30.2,691.7,19029.5,66.1,71.5,60.8,72.9,ABA,,
,3812,M,,,380M,라티아스(메가),,드래곤,용의숨결,,드래곤,역린,28.7,796.6,18860.2,65.9,68.0,70.0,72.7,BAA,,
,3835,,,,612,액스라이즈,,드래곤,드래곤테일,,드래곤,와이드브레이커,32.8,526.4,18540.9,65.6,77.6,46.3,72.4,ABA,,
,,WK,,,646W,큐레무(화이트),,드래곤,용의숨결,,드래곤,용의파동,29.9,666.7,17747.5,64.9,70.7,58.6,71.6,ABA,,
,3749,,,,484,펄기아,,드래곤,드래곤테일,,드래곤,용성군,30.0,609.7,16391.0,63.6,70.9,53.6,70.2,ABA,,
,3835,S,,,이름 재입력,그림자 라티오스,,드래곤,용의숨결,,드래곤,드래곤클로,31.4,527.9,16316.4,63.6,74.3,46.4,70.1,ABA,,
,,,,,이름 재입력,레쿠쟈²,,드래곤,드래곤테일,,드래곤,역린,30.7,562.2,16312.7,63.6,72.8,49.4,70.1,ABA,,
,3962,,,,,드래펄트,,드래곤,드래곤테일,,드래곤,와이드브레이커,31.0,544.8,16228.6,63.5,73.4,47.9,70.0,ABA,,
,,,,,373,보만다,,드래곤,드래곤테일,,드래곤,용성군,30.4,557.7,15698.7,63.0,72.0,49.0,69.4,ABB,,
,,,,,643,레시라무,,드래곤,용의숨결,,드래곤,용성군,28.3,609.6,13772.5,60.9,66.9,53.6,67.2,BBB,,
,,,,,644,제크로무,,드래곤,용의숨결,,드래곤,역린,28.2,609.2,13732.5,60.9,66.9,53.6,67.1,BBB,,
,,S,,,이름 재입력,그림자 나시(알로라),,드래곤,드래곤테일,,드래곤,용성군,31.3,438.8,13436.8,60.5,74.1,38.6,66.8,ABB,,
,3792,,,,149,망나뇽,,드래곤,드래곤테일,,드래곤,역린,28.2,583.5,13082.4,60.1,66.8,51.3,66.3,BBB,,
,3593,S,,,이름 재입력,그림자 라티아스,,드래곤,용의숨결,,드래곤,역린,28.4,549.5,12607.5,59.6,67.3,48.3,65.7,BBB,,
,,M,,,254M,나무킹(메가),,벌레,연속자르기,,드래곤,드래곤클로,28.1,458.0,10158.5,56.5,66.5,40.3,62.3,BBB,,
,3550,M,,,6MX,리자몽(메가X),,드래곤,용의숨결*,,드래곤,드래곤클로,26.2,520.9,9378.0,55.3,62.1,45.8,61.0,BBB,,
,3014,,,,381,라티오스,,드래곤,용의숨결,,드래곤,드래곤클로,25.8,520.6,8930.8,54.7,61.1,45.8,60.3,BBB,,
,3850,M,,,334M,파비코리(메가),,드래곤,용의숨결,,드래곤,용의파동,20.4,1032.4,8714.0,54.3,48.2,90.7,59.9,BAB,,
,3163,,,,784,짜랑고우거,,드래곤,드래곤테일,,드래곤,*스케일노이즈,21.9,475.4,5013.3,,51.9,41.8,0.0,BBF,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,43.1,2249.2,89023.0,108.5,40.3,2188.9,96.6,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,,M,,,이름 재입력,뮤츠(메가Y)¹,,에스퍼,사이코커터,,에스퍼,미래예지++++,52.3,2723.1,389518.7,139.8,129.9,124.4,144.8,SSS,,
,4178,M,,,이름 재입력,뮤츠(메가Y)²,,에스퍼,염동력,,에스퍼,사이코브레이크*,44.6,2321.9,206303.5,119.2,110.9,106.1,123.5,SSS,,
,,M,,,150MX,뮤츠(메가X),,에스퍼,염동력,,에스퍼,사이코브레이크*,43.2,2174.6,175907.7,114.6,107.4,99.4,118.7,SAS,,
에스퍼,,S,,,이름 재입력,그림자 뮤츠,,에스퍼,염동력,,에스퍼,사이코브레이크*,40.3,1360.2,88719.5,96.6,100.0,62.1,100.0,SBS,,
